,alltottils,B-cells,DC,Macrophages,Exhausted CD8,T-cells,CD8 T cells,Neutrophils,Cytotoxic cells,Treg,NK CD56dim cells,Mast cells,NK cells,Th1 cells
TCGA.DC.4745.01A.01R.A32Z.07,4.048351549,1.885135797,5.264679968,6.90123325,4.620182912,5.311311878,4.663007839,3.9448586,4.965178895,4.915028446,1.011336714,5.842066316,0.811177679,2.217106608
TCGA.G5.6641.01A.11R.A32Z.07,3.185124127,2.292664704,1.543523794,4.596746109,6.552392361,3.405312742,3.863411807,1.532346775,2.887171339,2.766616362,0.856454067,3.800883498,3.221228662,0.49865936
TCGA.EI.6881.01A.11R.A32Z.07,4.161864002,3.026580856,4.272419339,6.920436271,4.416649946,5.259299055,3.798760505,5.039527515,4.596306509,4.476511304,1.502581095,5.041789373,0.282923114,2.445196982
TCGA.AG.3731.11A.01R.1736.07,6.31972087,7.389750402,7.679555566,9.933226485,6.797378388,6.763210744,7.161751032,5.538411128,6.576960255,4.653730749,1.946427372,8.228968449,2.553513378,4.077670274
TCGA.AG.3731.01A.11R.1736.07,6.20661177,5.42243728,7.608764601,9.548416425,6.491613792,6.599607475,7.397888539,6.186708979,6.820908474,7.336285173,2.4816162,7.341704619,2.138300737,4.435908572
TCGA.AF.A56L.01A.31R.A39D.07,4.086942518,3.068537404,4.603870536,7.051503526,4.511438481,4.610868022,5.309461305,3.015472932,4.483832786,5.796522482,1.421294421,6.656907501,0.806539187,2.815104017
TCGA.AF.A56N.01A.12R.A39D.07,4.12693121,1.737292322,3.851890245,6.894910104,4.205671524,5.106268149,5.514782479,3.011408829,4.370838924,6.287487071,1.530003188,5.589226639,2.542880666,2.213907141
TCGA.AF.A56K.01A.32R.A39D.07,5.098802864,3.643267229,5.065728273,8.154897484,4.789758462,5.589366549,6.470203202,5.172419213,5.94736887,7.229720574,2.571119497,7.001105632,0.978867767,3.563231362
TCGA.AF.3400.11A.01R.A32Z.07,4.738468189,4.987208255,4.957032376,7.265334352,5.325062985,5.325645117,6.081350596,3.104727629,5.383382295,3.695604144,1.227567974,7.260753139,1.876632216,3.043764442
TCGA.DX.A2IZ.01A.11R.A21T.07,2.63983858,1.593430229,3.40301026,5.621396131,4.277681484,1.090116431,3.057202981,1.753521028,2.588341719,5.448960402,0.714733961,3.086531379,0.658698932,2.439756099
TCGA.DX.A2J0.01A.11R.A21T.07,5.142189719,2.966560056,6.257018119,8.934746641,6.463701534,5.453234086,6.104991761,3.611708093,5.616989721,5.917923391,2.085067465,7.981134986,2.498305961,3.847736396
TCGA.DX.A2J1.01A.11R.A21T.07,6.458041051,2.37302669,10.12217056,11.98502638,6.198890977,6.774807537,7.314504678,5.927422054,7.989183179,6.717051234,3.090909833,9.164471478,3.385727485,5.445455246
TCGA.DX.A2J4.01A.32R.A21T.07,6.43055153,6.211358164,10.11834514,11.48418311,5.781851452,6.670598886,6.748925196,4.247360723,7.270594564,4.452134141,2.965916872,15.69888399,2.752853266,5.687956494
TCGA.DX.A3LS.01A.11R.A21T.07,6.209069228,2.332141776,6.179497141,10.83801907,6.674632151,7.046498884,7.005076561,5.201470291,6.733458518,6.49418357,2.55142205,4.108107024,3.444979742,5.443881772
TCGA.DX.A3LU.01A.11R.A21T.07,7.228662301,5.243669235,8.307956992,11.47263759,7.452337173,8.079328779,9.465619033,4.619682953,8.249182998,5.353055055,3.655772352,2.001339816,4.836305546,6.656625075
TCGA.DX.A3LW.01A.21R.A21T.07,3.948041233,1.938773766,8.003749208,9.246260414,4.645856871,3.066984709,3.937932079,3.271016505,4.615251072,5.96598971,1.337349801,7.589672771,1.671839713,2.070629757
TCGA.FX.A2QS.01A.11R.A21T.07,4.774199026,1.277538656,5.762049043,9.343295005,5.243692613,4.730557659,5.60573384,3.971064702,4.902928352,5.03257696,2.207450278,3.327640006,2.874363612,2.98230913
TCGA.FX.A2QS.11A.11R.A21T.07,4.0136616,1.628434843,5.675216465,7.991448101,4.183376189,3.922654119,5.051485309,3.512641303,4.046018085,3.136224204,1.372699196,4.975011705,1.603686375,2.900779881
TCGA.FX.A3NJ.01A.11R.A21T.07,4.695280887,2.176095283,6.305724464,8.403786329,6.60780917,4.955092452,4.539638814,2.796385923,5.139039406,4.662211197,1.92903574,9.753764805,2.150896812,4.384671524
TCGA.FX.A3NK.01A.11R.A21T.07,5.419316193,4.077870777,7.778520085,10.00187757,5.683479917,5.111912025,5.883275039,4.431689147,5.47560366,6.033966938,2.744128607,8.078342846,2.680037433,4.135362485
TCGA.HB.A2OT.01A.11R.A21T.07,4.990092634,0.833594915,6.854917942,12.39073214,5.477455911,2.953190835,4.498441672,6.566206593,5.245404978,3.564451338,1.48781356,1.603167252,0.955722739,3.757983301
TCGA.HB.A3L4.01A.11R.A21T.07,2.663744732,0.389805635,5.741910331,7.104645206,4.7853129,1.433465748,2.026067268,1.769616422,2.889916937,2.874855971,0.292657537,0.622132145,1.091525371,1.818605184
TCGA.IS.A3K6.01A.11R.A21T.07,4.94036071,1.796411875,4.430903716,8.132619008,6.510556287,6.086744349,8.098724841,2.179283275,6.038461668,6.576541789,1.330723594,2.631649325,2.384702633,4.054735626
TCGA.IS.A3K7.01A.11R.A21T.07,5.370402434,1.917413785,4.150810686,8.799231349,5.473263316,6.450180563,7.256053545,3.39778994,6.845787689,5.668513451,2.359927547,2.981766313,3.002929244,5.21501844
TCGA.IS.A3K8.01A.11R.A21T.07,3.666056407,1.341839149,5.36652399,6.673108022,4.177504374,3.939489294,4.401104231,1.363525745,4.998372275,3.359872525,1.037163012,7.526717246,2.372386882,3.764239983
TCGA.IS.A3KA.01A.11R.A21T.07,5.869076795,2.660763334,3.873196117,7.358095217,8.689406246,7.404782699,9.657572442,1.944908186,7.520662678,5.98767331,1.989564275,2.145753223,3.027832113,5.796156448
TCGA.IW.A3M4.01A.11R.A21T.07,3.583648809,1.198885125,4.659921229,7.220983847,4.425682901,3.439883684,3.455894302,3.101288072,4.173513426,3.461738086,0.896484307,8.027306812,2.071278028,2.240008965
TCGA.IW.A3M5.01A.22R.A21T.07,4.184647051,1.44732441,5.724240616,8.146210611,5.27240213,3.4611312,6.001590814,2.912754803,3.556900376,3.522997313,1.383039875,4.378406874,2.866874697,3.799657224
TCGA.IW.A3M6.01A.11R.A21T.07,5.241175273,1.629389862,5.717434514,9.409433335,5.670193943,5.596039568,6.933751762,3.310501428,5.548886678,6.012206614,2.211642776,2.372918216,3.224040175,4.666358944
TCGA.K1.A3PO.01A.11R.A21T.07,6.409310581,4.979895609,8.211823972,9.07352964,7.622873584,6.865105715,6.902588047,3.53991151,8.0903699,3.288845777,3.770819435,9.065482128,3.09627319,6.850454407
TCGA.K1.A3PO.11A.12R.A21T.07,3.695171507,1.027872521,7.336339918,8.198197376,5.330336101,3.511869629,3.765478844,3.07857881,4.622923901,2.540424105,1.087056539,10.05024185,1.233473816,1.6393711
TCGA.DX.A3M1.01A.11R.A22K.07,4.921454528,1.303645799,6.578717535,9.436778407,5.810703547,4.608279295,6.207162765,3.736776789,5.71239112,5.0874883,2.237769302,5.543745904,2.668850875,4.089133702
TCGA.DX.A3M2.01A.21R.A22K.07,6.751955711,1.757972183,10.72685665,12.37110796,7.392413902,7.03596173,8.343725117,5.436885682,8.591182491,4.895060213,3.505276539,8.443591061,4.413186807,6.222499331
TCGA.DX.A3U5.01A.11R.A22K.07,5.369411328,0.684086752,10.11530366,11.70070175,5.776972917,4.175303128,5.148248078,4.960483836,6.363956693,4.165847639,2.373547992,1.611082732,3.855330573,3.8885387
TCGA.FX.A3RE.01A.11R.A22K.07,3.63886916,0.701249512,6.499693797,9.02388274,4.58759385,3.806952898,3.171539886,3.354919855,3.810683102,2.817254863,1.289080144,4.812311938,1.194300108,2.086376168
TCGA.FX.A3TO.01A.11R.A22K.07,4.428622027,1.848610645,8.169748055,9.519822912,4.653272328,3.409432889,4.581880244,3.940968834,5.340898067,3.221969856,2.695656122,4.369285594,1.8823359,3.076901088
TCGA.IE.A3OV.01A.11R.A22K.07,6.092265787,2.860186682,7.089297891,9.758454227,7.608845599,6.787819363,7.37275359,3.529082691,6.555588788,7.684895862,2.652734363,5.568266482,3.332912064,5.89321172
TCGA.IF.A3RQ.01A.11R.A22K.07,4.467673151,0.305720572,7.699737031,9.921135622,5.119161834,2.638921537,3.385388602,4.086141428,5.849347739,2.408766199,1.467311565,0,3.706386539,3.845961672
TCGA.K1.A3PN.01A.11R.A22K.07,3.847636773,1.384635733,5.080693651,7.936510936,4.569341567,3.779463298,3.79571534,2.348082054,4.47639616,4.716612343,1.092186992,6.450989708,1.685307596,3.497075806
TCGA.K1.A3PN.02A.11R.A22K.07,3.838157105,1.423026405,4.921512775,8.134529347,4.178059087,3.677383137,3.35925225,2.637325966,4.426127126,5.367063482,1.01913322,6.819553442,2.231046342,3.809558501
TCGA.DX.A1KU.01A.32R.A24X.07,5.850571927,1.701745346,8.85537965,10.77143965,5.211147494,5.542837787,7.273236115,5.25871183,6.947981574,3.560397037,3.587993155,0.604045492,3.812155247,4.037144975
TCGA.DX.A1KW.01A.22R.A24X.07,3.970932148,0.644361068,6.789532127,9.699783271,3.869362988,2.380560944,5.08105034,4.523250103,4.140795572,3.704340813,1.283075257,3.426905849,1.453376199,2.652211123
TCGA.DX.A1KX.01A.22R.A24X.07,5.242888662,3.439988192,8.842535315,10.51431472,5.429044809,5.043115681,6.245158091,4.336053409,5.62011107,4.30168275,2.278510845,5.436929664,1.681275988,4.025268042
TCGA.DX.A1KY.01A.11R.A24X.07,2.701847884,0.324062081,4.996282421,8.329329037,2.672484275,2.011982889,3.377052524,2.092917146,2.036915338,3.770533078,0.70025344,1.391001366,0.802000021,0.534559685
TCGA.DX.A1KZ.01A.11R.A24X.07,5.496082655,0.927582572,8.026048263,11.63704525,5.478197399,5.077881382,7.206888298,4.657498298,6.327681223,3.173431295,1.976683067,7.937161893,3.276833036,3.949478905
TCGA.DX.A1L0.01A.11R.A24X.07,4.450118205,0.779822121,7.672041774,8.97820383,5.689256679,3.318614291,3.850324781,2.651830311,5.782790297,4.864854707,2.315108243,1.913029367,3.518565266,4.195032565
TCGA.DX.A1L1.01A.11R.A24X.07,7.108159188,4.967512377,6.935342753,11.47787224,8.051484474,7.545282896,8.989934854,5.387529049,6.94061162,7.915614711,3.804005189,9.102524928,4.382947145,5.061417639
TCGA.DX.A1L2.01A.22R.A24X.07,5.148855908,0.361864685,8.950524297,11.28359284,5.103297812,4.50662145,6.429376845,3.757159714,5.473541679,1.902343758,3.215581244,3.0075666,2.849604297,4.228002856
TCGA.DX.A1L3.01A.11R.A24X.07,5.6417485,1.284333962,10.50233082,10.95761231,6.183429695,5.998425855,6.869929717,5.055734183,6.148923441,5.685516918,1.697724832,9.413611702,3.207227423,4.974400822
TCGA.FX.A48G.01A.11R.A24X.07,4.422881086,2.117189017,5.146656717,7.976036275,5.147455408,4.979028801,5.487836217,2.410991939,6.827832783,4.028091711,1.885330076,6.95358562,2.448624575,4.359942785
TCGA.HB.A3YV.01A.11R.A24X.07,4.351559785,0.945887277,1.821144615,7.991862596,5.031260378,4.211947706,6.170266,3.853662832,4.774383922,4.351211346,1.3829715,1.965849728,2.415009958,3.341985747
TCGA.HB.A43Z.01A.11R.A24X.07,3.932146533,1.624564356,6.734221015,8.646616414,5.801482147,2.890840198,5.521805039,3.150119956,3.222077461,4.272217328,0.770358908,7.067380738,0.923902265,3.042731877
TCGA.IE.A4EH.01A.11R.A24X.07,3.280243234,0.452314118,2.479774731,7.382185831,4.491100467,2.442496097,4.192155085,2.09957457,3.918302606,0.592062298,0.429905388,5.096520967,0.977009534,2.476848252
TCGA.IE.A4EI.01A.11R.A24X.07,3.320981808,0.896837653,2.769497115,9.088341554,5.18870568,2.573510007,1.380993643,2.641088312,2.696960148,2.297719672,0.860087277,2.644180388,0.624045472,2.775240219
TCGA.IE.A4EJ.01A.11R.A24X.07,6.370488016,4.095223007,8.291131648,10.67057764,7.433917141,6.445548369,7.258872021,3.596374667,6.774975026,5.719594172,3.03522187,4.99424155,4.379302281,6.18704717
TCGA.IE.A4EK.01A.11R.A24X.07,3.227644937,0.635934482,4.747043918,6.38846942,5.776973202,2.60794559,3.649080626,1.695079875,3.532391967,1.27046914,0.920978884,5.345361819,0.911096418,2.571312754
TCGA.IF.A4AJ.01A.11R.A24X.07,5.842450622,2.193874531,3.615685643,8.489932962,8.498806276,6.388254187,8.700679111,3.022940789,6.035699712,5.630280232,2.385987792,4.475437253,3.882173007,4.956307615
TCGA.IF.A4AK.01A.21R.A24X.07,4.70767025,1.589829253,5.661344868,8.247601286,6.689062355,4.822833702,5.823716905,2.393656095,5.371163837,4.391245308,1.750587677,5.386838964,2.145871966,4.098369023
TCGA.K1.A42W.01A.11R.A24X.07,4.696192769,0.969340736,6.398883704,9.219642295,5.782919996,4.720416722,5.147871658,3.570212749,5.286088485,3.659878903,1.610532389,8.42126527,2.691434709,4.078123048
TCGA.K1.A42X.01A.11R.A24X.07,3.496622641,2.147150369,3.177316055,6.666506787,3.890028249,3.148683333,4.028496591,2.22185828,3.669284468,2.61807417,0.915604532,9.120959458,1.245583136,3.076353861
TCGA.K1.A42X.02A.11R.A24X.07,3.69905932,2.599882731,3.189557078,6.609211614,4.243475823,3.51019686,4.135719016,2.365430489,3.975799931,0.627420069,1.19749091,9.336292997,1.112277483,3.491609421
TCGA.KF.A41W.01A.11R.A24X.07,4.759674002,2.51632847,5.462179673,9.113476726,5.406702777,4.83786408,4.726008657,3.934929294,4.801924678,5.110943646,1.789671386,6.158413117,2.01186641,4.239909707
TCGA.MO.A47P.01A.11R.A24X.07,5.549864212,2.351501069,5.02762421,8.267473494,7.381278804,5.839126507,7.104466688,3.05966834,6.489724314,2.416839742,2.787217268,1.634409336,2.937414877,5.125254339
TCGA.MO.A47R.01A.11R.A24X.07,3.659854376,0.348870197,6.233005827,8.572921579,4.702683998,2.272816245,3.327930798,3.22288589,5.032901843,3.129299505,1.153038817,0.450815565,2.221995425,1.473111505
TCGA.DX.A23R.01A.11R.A26T.07,4.062482838,1.473928724,5.862139989,8.440360242,5.23770231,4.019457145,4.330560245,2.877973687,4.062323153,4.957571059,1.247772909,5.031242161,1.488394874,3.046316431
TCGA.DX.A23T.01A.11R.A26T.07,6.408692669,5.164491101,9.53085718,11.09353173,5.503548118,7.32856051,8.190127594,6.194703971,7.059896919,5.951921109,3.147614086,6.190047088,2.836834796,3.886852506
TCGA.DX.A23U.01A.11R.A26T.07,4.43826497,1.510300122,7.859474924,10.46395291,4.638166746,3.660027849,4.053038792,2.953730264,4.669130554,2.832140631,2.157645153,2.675401665,2.480648224,3.579843886
TCGA.HS.A5N7.01A.21R.A26T.07,5.196224903,1.958161444,9.760614521,9.682553657,6.081125654,5.138434904,7.052647426,3.971756138,5.940900248,3.921426809,2.286202056,4.805202457,2.180990024,3.747752593
TCGA.HS.A5N8.01A.11R.A26T.07,5.42205083,1.58051875,7.084336798,10.27586345,5.412482655,5.429975245,5.457177427,3.983292773,5.444343019,3.447103068,3.336792098,1.003794665,1.609071445,7.318373789
TCGA.HS.A5N9.01A.11R.A26T.07,2.579688664,0.198946871,4.206143367,5.729371157,4.376791525,2.532762642,3.828807627,0.779637236,3.224435053,3.737297376,0.536599717,2.501037145,0.435945501,0.988266585
TCGA.HS.A5NA.01A.11R.A26T.07,4.618221813,1.481023908,4.440736575,8.949553425,5.103260941,4.886763764,5.753622489,2.454623885,5.135583587,4.739815706,1.579060272,5.693301098,2.574459937,3.971865394
TCGA.PC.A5DL.01A.11R.A26T.07,5.191825566,1.844001041,6.298040513,8.556666885,6.248816247,6.061115422,5.613159146,3.222097152,5.721714591,3.296824459,2.384331438,9.413483506,3.329533018,4.880925465
TCGA.PC.A5DO.01A.11R.A26T.07,5.42136355,1.598784473,6.303132056,8.69491028,6.773743195,5.789452154,6.185506951,3.243049626,6.279024284,7.029132595,3.131767754,2.26143092,3.522090441,4.850299373
TCGA.PC.A5DP.01A.11R.A26T.07,3.838914382,1.674809559,4.6085347,6.897361414,5.459810108,4.148009826,5.094058723,2.591613043,4.035726883,3.657937202,0.86991247,6.725009328,1.462755212,2.320195821
TCGA.DX.A23Y.01A.11R.A27Q.07,7.583188495,3.260450619,7.949236516,11.63496159,8.627213597,7.961487411,10.30715958,4.728036364,8.193207444,6.536679279,4.805689737,1.200626302,5.329418191,6.71807388
TCGA.DX.A23Z.01A.11R.A27Q.07,5.18801371,2.28252377,8.440694738,9.909854559,5.898225481,5.318037439,6.163637365,3.897121832,5.586644076,6.630904865,2.698065166,9.397139484,2.393790382,3.626450818
TCGA.DX.A3LY.01B.11R.A27Q.07,5.563280238,0.876591784,10.70896805,12.12803497,5.987146997,3.96985976,3.962730753,5.242290551,6.668949327,3.597614599,3.842595422,7.685501577,3.939865374,4.119688175
TCGA.KD.A5QS.01A.11R.A27Q.07,4.220512569,0.846441301,5.774531301,9.640103516,4.64310418,3.314087115,3.750157221,4.272532986,4.826789818,4.629554795,1.405083847,6.934785109,1.757312831,3.495157889
TCGA.KD.A5QT.01A.11R.A27Q.07,4.380299293,1.515566744,4.283325583,7.639498857,5.600477534,4.118902586,5.423098859,2.766996862,4.602198556,3.790031737,2.26444746,7.525451997,2.122124383,3.35935249
TCGA.KD.A5QU.01A.11R.A27Q.07,4.18407606,0.893370209,5.306693742,8.256364496,6.117850195,4.242359161,6.255739745,2.218705848,4.393408811,5.472370791,1.111007728,7.85936847,1.325667457,3.243440596
TCGA.PC.A5DK.01A.11R.A27Q.07,6.066560646,2.961559226,5.580399922,9.048211765,7.046704578,7.055045364,8.820677098,3.067380961,6.744061049,5.828365012,2.084338056,10.26156665,3.091502854,6.078357922
TCGA.PC.A5DM.01A.11R.A27Q.07,3.400918412,0.712672233,7.786943901,9.379546587,4.49381152,2.543036726,1.788714414,3.35668078,3.9504351,5.274962335,0.993100217,1.758459155,0,2.50779464
TCGA.PC.A5DN.01A.12R.A27Q.07,4.843941678,3.079008089,5.397831887,8.667559297,5.253550338,4.841832822,5.634333677,4.585548774,5.011516259,3.932703738,2.052461485,3.121474158,1.368428945,4.168216801
TCGA.DX.A23V.01A.11R.A29R.07,5.994262916,2.545536441,9.370543679,12.0307604,6.01967461,5.840231295,6.423719525,5.486244682,6.245547993,5.116252458,1.908665577,1.279259212,3.948215258,4.664795694
TCGA.DX.A3U6.01A.11R.A29R.07,8.27011097,6.440683174,9.643320672,11.80613,8.193879718,9.41720371,10.89457688,6.222119137,9.713718847,7.500371857,4.4859257,9.044309975,3.979319015,7.699195551
TCGA.DX.A3U7.01A.11R.A29R.07,4.116812128,1.433023851,4.661198173,7.110238613,5.982150545,4.060906275,3.312265114,2.247666695,5.409584097,3.880381871,2.450988842,5.473279711,2.520267712,2.893672852
TCGA.DX.A3U8.01A.11R.A29R.07,6.447024622,1.804457493,5.015589926,11.21890898,7.079478618,6.884083987,6.771602084,5.301716093,7.105069671,6.090273357,3.911819434,3.54134049,4.064928166,5.278620434
TCGA.HB.A5W3.01A.11R.A29R.07,4.81104433,1.193616364,8.091205782,8.984501096,6.52610404,4.839354716,5.186228636,3.873472941,5.017484254,2.414324993,1.67207154,8.279179208,2.722998742,3.75719397
TCGA.JV.A5VE.01A.11R.A29R.07,5.74282823,1.501028631,5.298233645,9.420774034,7.321233052,6.658722057,8.152537809,3.563272691,6.241551626,5.515955244,2.932603646,0.664038376,2.873994311,4.910919701
TCGA.JV.A5VF.01A.11R.A29R.07,3.45426841,1.841957332,3.265211282,9.574395009,3.26109853,1.157085751,2.357122759,3.219262521,2.62181513,3.003602237,1.507142288,1.867468629,0.389975,3.807354922
TCGA.MB.A5Y8.01A.11R.A29R.07,5.070575289,1.416398486,6.419467643,10.90900479,5.591783812,3.774544985,5.382105426,3.199388154,5.697434926,2.146166421,2.115352898,4.836526075,2.563401566,5.053754322
TCGA.MB.A5Y9.01A.11R.A29R.07,7.256383804,3.779185252,10.83936589,12.07781091,7.513157105,8.431643757,9.794291693,5.265871631,9.531586256,4.058913887,2.696480045,8.987644502,4.087336078,6.938179915
TCGA.MB.A5YA.01A.11R.A29R.07,4.229783573,1.463355872,7.555348026,7.713317407,5.358273176,3.788437268,4.257437558,3.003543787,5.788960735,0.900567372,0.946162637,9.323242321,2.657031145,3.96915049
TCGA.DX.A3U9.01A.11R.A30C.07,3.466604761,0.452332101,5.143492081,6.77031204,5.866037302,2.535515438,3.319227892,2.049203827,4.601917417,1.92539184,2.317106298,6.54530487,1.390656843,2.430606431
TCGA.DX.A3UA.01A.12R.A30C.07,3.701820598,0.480009623,5.617105842,8.20444228,5.0403995,3.966253587,4.65261899,3.10617845,3.721264589,4.170974581,1.666403975,4.45468424,1.285249031,1.171399003
TCGA.DX.A3UB.01A.11R.A30C.07,3.637911871,1.464277825,5.347944647,7.466591685,3.777140169,3.274443474,4.213962835,1.954942956,4.596902482,5.151558495,1.342751372,6.957323416,2.680818159,3.253822908
TCGA.DX.A3UC.01A.11R.A30C.07,4.852007773,1.291022344,6.061873371,8.18460643,7.049384807,5.05264062,5.785334601,2.746654492,5.760062431,2.184438998,2.173807515,6.921923781,3.156522734,3.741833681
TCGA.DX.A3UD.01A.11R.A30C.07,4.356053359,1.786879649,8.165146423,7.886535508,5.33997295,4.696338031,4.933905293,1.829576649,5.567783911,5.815639468,2.499112641,7.569864928,1.903710886,3.828296457
TCGA.DX.A3UE.01A.11R.A30C.07,3.009561712,1.143187722,4.031877953,6.641876914,5.76136992,2.30452091,3.049743501,2.006917947,2.663188072,2.771294016,1.170831477,3.894137073,0.706744036,1.109026176
TCGA.DX.A3UF.01A.11R.A30C.07,4.85085203,1.05265444,5.527485883,8.580795855,5.779997074,5.046411421,5.87579484,3.242704269,5.909050776,4.394932512,1.807314878,4.761579854,2.843004939,4.49656461
TCGA.DX.A48J.01A.21R.A30C.07,4.190637686,0.865867771,5.761010069,7.475657198,5.396400992,4.595178841,4.967350891,2.566206039,4.824214327,1.814632451,1.448276917,9.717393533,2.175917994,3.406441431
TCGA.DX.A48L.01A.11R.A30C.07,3.178789522,0.912632283,4.253733287,6.423365101,6.807265052,2.323956789,3.497657231,1.832087153,3.01158454,2.388905884,0.482106794,4.293472047,0.960377828,1.928427177
TCGA.DX.A48N.01A.11R.A30C.07,4.249405781,0.659482475,5.559092885,9.850778714,5.021521231,3.543486179,3.929670475,3.937203018,4.403430409,2.286555913,1.253765907,4.637950987,2.05075009,3.652922393
TCGA.DX.A48O.01A.11R.A30C.07,4.747762147,2.070219009,5.297022557,7.446349358,6.222230074,5.376671657,6.625426021,1.910812145,5.735788332,3.466809811,1.587204728,10.16361397,2.376571086,4.710641151
TCGA.DX.A48P.01A.11R.A30C.07,5.020905954,1.387730503,6.685443953,8.768773535,6.409886009,5.378531593,6.318226472,3.371056493,5.982327212,4.789828348,2.407334907,9.265375498,2.227100307,4.179383654
TCGA.DX.A48R.01A.11R.A30C.07,2.417127896,0.78319082,3.592145098,6.044010432,4.549458892,2.090461422,1.756156271,1.231556709,2.018994898,3.712441709,0.465135174,3.14835857,0.834735707,1.182819402
TCGA.DX.A48U.01A.11R.A30C.07,3.464477108,0.462460238,6.441565347,7.197922848,4.205828402,3.517063211,4.306615209,1.480790396,4.002577236,1.226446875,0.713546216,7.868168625,1.901110996,3.307851071
TCGA.DX.A6B7.01A.11R.A30C.07,3.307329978,0.695664713,4.136132724,6.673141295,4.053684725,2.37731093,3.969497932,2.526132553,4.486440562,3.027773329,0.609747693,8.977257496,2.052465436,2.124758232
TCGA.DX.A6BA.01A.11R.A30C.07,4.120842878,1.217893211,5.376432106,8.134786707,5.03600317,3.515722931,3.527712556,3.838469613,4.634772672,3.75423547,1.25668648,6.583416174,3.155575009,2.42553987
TCGA.DX.A6BH.01A.12R.A30C.07,5.087307355,0.882171807,7.729660308,10.12577501,5.585178021,5.547290804,6.185967771,3.267992842,5.705889851,5.245267467,2.494795724,9.015625295,2.966738434,4.424008361
TCGA.IE.A6BZ.01A.11R.A30C.07,4.165955992,0.344434053,5.807615391,9.260797366,5.326083098,4.357195984,5.561976494,2.458140765,4.769827798,4.109686508,1.275078553,4.828881109,1.641420892,2.982674208
TCGA.LI.A67I.01A.31R.A30C.07,3.825914038,0.243373731,7.48490384,9.649369555,4.232373156,2.347463221,3.297431735,4.082357177,5.524311369,2.488926268,1.67257878,1.417326309,1.283655186,1.71048136
TCGA.MJ.A68H.01A.11R.A30C.07,3.570154612,1.442941809,6.42676583,7.525537198,4.740437104,3.062317343,2.911200272,3.268957386,3.532825868,5.337279361,1.217264533,3.532093657,1.271337338,2.817746035
TCGA.MJ.A68J.01A.11R.A30C.07,4.962238201,2.262865495,10.89744367,10.04350441,4.942326833,5.890985262,5.083198474,3.394240808,5.338585537,7.021457518,2.153483709,11.64568259,1.760851638,4.053233004
TCGA.RN.A68Q.01A.11R.A30C.07,5.933126826,2.467830493,2.121609566,9.97044199,7.076608079,5.676367433,6.948825009,5.56963944,6.208531893,3.750199149,3.380115012,3.506130622,3.017175315,4.174989579
TCGA.DX.A1L4.01A.12R.A26T.07,5.446501982,2.505589106,10.56187909,11.87180685,4.917554841,5.191986979,3.739803429,8.023025169,5.585285913,7.208161185,2.831730442,8.315677824,1.414676095,3.040331371
TCGA.DX.A240.01A.32R.A27Q.07,3.410816127,0.430624055,4.474800116,8.779952073,4.08558647,2.108021957,3.616795157,2.825740089,3.74608787,3.412185359,1.867368178,1.132062634,1.551986079,1.695102986
TCGA.DX.A48K.01A.11R.A30C.07,4.80466823,0.984095552,6.374733022,9.767201116,5.755261919,4.62894193,5.953843333,3.290798606,5.347890596,5.60853132,2.803008782,7.345698709,1.440749755,3.726460689
TCGA.DX.A6B8.01A.11R.A30C.07,3.273025882,0.402819854,4.512671587,8.96691278,3.481352303,2.163578185,0.756896954,2.971956885,3.302145528,2.237961353,1.0013747,4.155229887,1.10347773,0.694657366
TCGA.DX.A6BG.01A.11R.A30C.07,6.661101755,3.071699261,6.884256777,10.41067713,6.845737523,7.453783057,9.207236225,4.181274426,7.796936119,7.183610571,3.476066249,4.720399379,4.070888738,6.201522126
TCGA.DX.A6B9.01A.12R.A32Q.07,4.155694246,0.452968352,4.780338761,7.206162617,5.157861919,4.587158849,5.583755887,2.698957057,4.991913811,2.607555209,1.626915252,9.343820549,2.009702606,3.480484871
TCGA.DX.A6BB.01A.12R.A32Q.07,3.185964718,1.000597544,4.950345733,6.564036576,5.026010142,2.273652728,3.602932469,2.381057703,3.566052403,3.361263047,0.701054702,7.169141248,1.632187192,2.912419935
TCGA.DX.A6BE.01A.41R.A32Q.07,7.05875459,4.989624792,7.53269198,11.7741759,6.895921528,7.70696452,9.210148899,5.465578751,7.269456065,7.150321035,2.606178597,8.0268266,3.435902472,6.890057511
TCGA.JV.A75J.01A.11R.A32Q.07,2.261707137,0.828132219,2.143504523,4.639812466,4.618424356,1.573670225,4.473029507,1.499592337,1.008993026,5.141142555,0.303531201,0.876092698,0.303577554,2.545968369
TCGA.K1.A6RU.01A.11R.A32Q.07,5.451367507,1.707012493,7.862608209,11.03831773,5.798625093,4.665463008,6.55711536,4.489528105,6.30616067,5.912628311,2.306262613,7.794688408,3.469856772,4.237165974
TCGA.K1.A6RV.01A.11R.A32Q.07,4.268557486,0.436553718,5.381382172,9.782865833,4.593740526,3.251115032,3.38850434,4.425784407,4.485291984,4.000703142,1.958015729,4.218942249,3.350802304,2.509645176
TCGA.N1.A6IA.01A.12R.A32Q.07,4.034504075,0.559199253,4.090342093,9.008967357,4.54207294,3.397550705,3.523900644,3.157130632,5.07456957,4.892289014,2.666158429,5.873327453,1.839674322,2.7402368
